"","couple","bande","mod","piege","code","date","order","family","genus","species","eff","session","Rspec","Rgen","Rspec_taxon","Rgen_taxon","code2","code3","codex","genus_sp","code2_session","taxon","codeRs","year","subfamily"
"2865","7","BE","00m","B","7BE00mB","9/10","Neuroptera","","","",0,"3","","","__","_","7BE00m","7BE","7BEB"," ","7BE00m 3","Neuroptera___","O_Neuroptera___","2018",NA
"2866","7","BE","00m","B","7BE00mB","9/10","Opiliones","Phalangiidae","Phalangium","opilio",3,"3","x","x","Phalangiidae_Phalangium_opilio","Phalangiidae_Phalangium","7BE00m","7BE","7BEB","Phalangium opilio","7BE00m 3","Opiliones_Phalangiidae_Phalangium_opilio","S_Opiliones_Phalangiidae_Phalangium_opilio","2018",NA
"2867","7","BE","00m","B","7BE00mB","9/10","Opiliones","Phalangiidae","","",1,"3","","","Phalangiidae__","Phalangiidae_","7BE00m","7BE","7BEB"," ","7BE00m 3","Opiliones_Phalangiidae__","F_Opiliones_Phalangiidae__","2018",NA
"2868","7","BE","05m","B","7BE05mB","9/10","Araneae","","","",0,"3","","","__","_","7BE05m","7BE","7BEB"," ","7BE05m 3","Araneae___","O_Araneae___","2018",NA
"2869","7","BE","05m","B","7BE05mB","9/10","Dermaptera","Forficulidae","","",0,"3","","","Forficulidae__","Forficulidae_","7BE05m","7BE","7BEB"," ","7BE05m 3","Dermaptera_Forficulidae__","F_Dermaptera_Forficulidae__","2018",NA
"2870","7","BE","05m","B","7BE05mB","9/10","Neuroptera","","","",0,"3","","","__","_","7BE05m","7BE","7BEB"," ","7BE05m 3","Neuroptera___","O_Neuroptera___","2018",NA
"2871","7","BE","05m","B","7BE05mB","9/10","Opiliones","Phalangiidae","Phalangium","opilio",2,"3","x","x","Phalangiidae_Phalangium_opilio","Phalangiidae_Phalangium","7BE05m","7BE","7BEB","Phalangium opilio","7BE05m 3","Opiliones_Phalangiidae_Phalangium_opilio","S_Opiliones_Phalangiidae_Phalangium_opilio","2018",NA
"2872","7","BE","20m","B","7BE20mB","9/10","Araneae","Oxyopidae","Oxyopes","sp.",3,"3","","x","Oxyopidae_Oxyopes_sp.","Oxyopidae_Oxyopes","7BE20m","7BE","7BEB","Oxyopes sp.","7BE20m 3","Araneae_Oxyopidae_Oxyopes_sp.","G_Araneae_Oxyopidae_Oxyopes_sp.","2018",NA
"2873","7","BE","20m","B","7BE20mB","9/10","Araneae","Philodromidae","","",2,"3","","","Philodromidae__","Philodromidae_","7BE20m","7BE","7BEB"," ","7BE20m 3","Araneae_Philodromidae__","F_Araneae_Philodromidae__","2018",NA
"2874","7","BE","20m","B","7BE20mB","9/10","Araneae","Salticidae","","",1,"3","","","Salticidae__","Salticidae_","7BE20m","7BE","7BEB"," ","7BE20m 3","Araneae_Salticidae__","F_Araneae_Salticidae__","2018",NA
"2875","7","BE","20m","B","7BE20mB","9/10","Araneae","Thomisidae","Xysticus","sp.",1,"3","","x","Thomisidae_Xysticus_sp.","Thomisidae_Xysticus","7BE20m","7BE","7BEB","Xysticus sp.","7BE20m 3","Araneae_Thomisidae_Xysticus_sp.","G_Araneae_Thomisidae_Xysticus_sp.","2018",NA
"2876","7","BE","20m","B","7BE20mB","9/10","Araneae","Uloboridae","","",1,"3","","","Uloboridae__","Uloboridae_","7BE20m","7BE","7BEB"," ","7BE20m 3","Araneae_Uloboridae__","F_Araneae_Uloboridae__","2018",NA
"2877","7","BE","20m","B","7BE20mB","9/10","Dermaptera","Forficulidae","","",0,"3","","","Forficulidae__","Forficulidae_","7BE20m","7BE","7BEB"," ","7BE20m 3","Dermaptera_Forficulidae__","F_Dermaptera_Forficulidae__","2018",NA
"2878","7","BE","20m","B","7BE20mB","9/10","Neuroptera","","","",0,"3","","","__","_","7BE20m","7BE","7BEB"," ","7BE20m 3","Neuroptera___","O_Neuroptera___","2018",NA
"2879","7","BE","20m","B","7BE20mB","9/10","Opiliones","Phalangiidae","Phalangium","opilio",2,"3","x","x","Phalangiidae_Phalangium_opilio","Phalangiidae_Phalangium","7BE20m","7BE","7BEB","Phalangium opilio","7BE20m 3","Opiliones_Phalangiidae_Phalangium_opilio","S_Opiliones_Phalangiidae_Phalangium_opilio","2018",NA
"2880","7","BE","00m","F","7BE00mF","9/10","Araneae","Linyphiidae","Tenuiphantes","sp.",1,"3","","x","Linyphiidae_Tenuiphantes_sp.","Linyphiidae_Tenuiphantes","7BE00m","7BE","7BEF","Tenuiphantes sp.","7BE00m 3","Araneae_Linyphiidae_Tenuiphantes_sp.","G_Araneae_Linyphiidae_Tenuiphantes_sp.","2018",NA
"2881","7","BE","00m","F","7BE00mF","9/10","Araneae","Oxyopidae","Oxyopes","sp.",1,"3","","x","Oxyopidae_Oxyopes_sp.","Oxyopidae_Oxyopes","7BE00m","7BE","7BEF","Oxyopes sp.","7BE00m 3","Araneae_Oxyopidae_Oxyopes_sp.","G_Araneae_Oxyopidae_Oxyopes_sp.","2018",NA
"2882","7","BE","00m","F","7BE00mF","9/10","Araneae","Tetragnathidae","Tetragnatha","sp.",1,"3","","x","Tetragnathidae_Tetragnatha_sp.","Tetragnathidae_Tetragnatha","7BE00m","7BE","7BEF","Tetragnatha sp.","7BE00m 3","Araneae_Tetragnathidae_Tetragnatha_sp.","G_Araneae_Tetragnathidae_Tetragnatha_sp.","2018",NA
"2883","7","BE","00m","F","7BE00mF","9/10","Araneae","Theridiidae","","",2,"3","","","Theridiidae__","Theridiidae_","7BE00m","7BE","7BEF"," ","7BE00m 3","Araneae_Theridiidae__","F_Araneae_Theridiidae__","2018",NA
"2884","7","BE","00m","F","7BE00mF","9/10","Araneae","Zodariidae","Zodarion","sp.",1,"3","","x","Zodariidae_Zodarion_sp.","Zodariidae_Zodarion","7BE00m","7BE","7BEF","Zodarion sp.","7BE00m 3","Araneae_Zodariidae_Zodarion_sp.","G_Araneae_Zodariidae_Zodarion_sp.","2018",NA
"2885","7","BE","00m","F","7BE00mF","9/10","Dermaptera","Forficulidae","","",0,"3","","","Forficulidae__","Forficulidae_","7BE00m","7BE","7BEF"," ","7BE00m 3","Dermaptera_Forficulidae__","F_Dermaptera_Forficulidae__","2018",NA
"2886","7","BE","00m","F","7BE00mF","9/10","Neuroptera","","","",0,"3","","","__","_","7BE00m","7BE","7BEF"," ","7BE00m 3","Neuroptera___","O_Neuroptera___","2018",NA
"2887","7","BE","00m","F","7BE00mF","9/10","Opiliones","","","",0,"3","","","__","_","7BE00m","7BE","7BEF"," ","7BE00m 3","Opiliones___","O_Opiliones___","2018",NA
"2888","7","BE","00m","P","7BE00mP","14/9","Araneae","Linyphiidae","Erigone","autumnalis",1,"3","x","x","Linyphiidae_Erigone_autumnalis","Linyphiidae_Erigone","7BE00m","7BE","7BEP","Erigone autumnalis","7BE00m 3","Araneae_Linyphiidae_Erigone_autumnalis","S_Araneae_Linyphiidae_Erigone_autumnalis","2018",NA
"2889","7","BE","00m","P","7BE00mP","14/9","Araneae","Linyphiidae","Mermessus","trilobatus",1,"3","x","x","Linyphiidae_Mermessus_trilobatus","Linyphiidae_Mermessus","7BE00m","7BE","7BEP","Mermessus trilobatus","7BE00m 3","Araneae_Linyphiidae_Mermessus_trilobatus","S_Araneae_Linyphiidae_Mermessus_trilobatus","2018",NA
"2890","7","BE","00m","P","7BE00mP","14/9","Araneae","Lycosidae","Pardosa","sp.",4,"3","","x","Lycosidae_Pardosa_sp.","Lycosidae_Pardosa","7BE00m","7BE","7BEP","Pardosa sp.","7BE00m 3","Araneae_Lycosidae_Pardosa_sp.","G_Araneae_Lycosidae_Pardosa_sp.","2018",NA
"2891","7","BE","00m","P","7BE00mP","14/9","Araneae","Lycosidae","Trochosa","sp.",6,"3","","x","Lycosidae_Trochosa_sp.","Lycosidae_Trochosa","7BE00m","7BE","7BEP","Trochosa sp.","7BE00m 3","Araneae_Lycosidae_Trochosa_sp.","G_Araneae_Lycosidae_Trochosa_sp.","2018",NA
"2892","7","BE","00m","P","7BE00mP","14/9","Araneae","Lycosidae","Xerolycosa","sp.",2,"3","","x","Lycosidae_Xerolycosa_sp.","Lycosidae_Xerolycosa","7BE00m","7BE","7BEP","Xerolycosa sp.","7BE00m 3","Araneae_Lycosidae_Xerolycosa_sp.","G_Araneae_Lycosidae_Xerolycosa_sp.","2018",NA
"2893","7","BE","00m","P","7BE00mP","14/9","Coleoptera","Carabidae","Calathus","fuscipes",1,"3","x","x","Carabidae_Calathus_fuscipes","Carabidae_Calathus","7BE00m","7BE","7BEP","Calathus fuscipes","7BE00m 3","Coleoptera_Carabidae_Calathus_fuscipes","S_Coleoptera_Carabidae_Calathus_fuscipes","2018",NA
"2894","7","BE","00m","P","7BE00mP","14/9","Coleoptera","Carabidae","Pseudoophonus","rufipes",6,"3","x","x","Carabidae_Pseudoophonus_rufipes","Carabidae_Pseudoophonus","7BE00m","7BE","7BEP","Pseudoophonus rufipes","7BE00m 3","Coleoptera_Carabidae_Pseudoophonus_rufipes","S_Coleoptera_Carabidae_Pseudoophonus_rufipes","2018",NA
"2895","7","BE","00m","P","7BE00mP","14/9","Dermaptera","Forficulidae","","",0,"3","","","Forficulidae__","Forficulidae_","7BE00m","7BE","7BEP"," ","7BE00m 3","Dermaptera_Forficulidae__","F_Dermaptera_Forficulidae__","2018",NA
"2896","7","BE","00m","P","7BE00mP","14/9","Neuroptera","","","",0,"3","","","__","_","7BE00m","7BE","7BEP"," ","7BE00m 3","Neuroptera___","O_Neuroptera___","2018",NA
"2897","7","BE","00m","P","7BE00mP","14/9","Opiliones","Phalangiidae","Phalangium","opilio",1,"3","x","x","Phalangiidae_Phalangium_opilio","Phalangiidae_Phalangium","7BE00m","7BE","7BEP","Phalangium opilio","7BE00m 3","Opiliones_Phalangiidae_Phalangium_opilio","S_Opiliones_Phalangiidae_Phalangium_opilio","2018",NA
"2898","7","BE","00m","P","7BE00mP","14/9","Opiliones","Phalangiidae","","",1,"3","","","Phalangiidae__","Phalangiidae_","7BE00m","7BE","7BEP"," ","7BE00m 3","Opiliones_Phalangiidae__","F_Opiliones_Phalangiidae__","2018",NA
"2899","7","BE","05m","P","7BE05mP","14/9","Araneae","Linyphiidae","Mermessus","trilobatus",1,"3","x","x","Linyphiidae_Mermessus_trilobatus","Linyphiidae_Mermessus","7BE05m","7BE","7BEP","Mermessus trilobatus","7BE05m 3","Araneae_Linyphiidae_Mermessus_trilobatus","S_Araneae_Linyphiidae_Mermessus_trilobatus","2018",NA
"2900","7","BE","05m","P","7BE05mP","14/9","Araneae","Lycosidae","Pardosa","sp.",2,"3","","x","Lycosidae_Pardosa_sp.","Lycosidae_Pardosa","7BE05m","7BE","7BEP","Pardosa sp.","7BE05m 3","Araneae_Lycosidae_Pardosa_sp.","G_Araneae_Lycosidae_Pardosa_sp.","2018",NA
"2901","7","BE","05m","P","7BE05mP","14/9","Araneae","Lycosidae","Trochosa","sp.",1,"3","","x","Lycosidae_Trochosa_sp.","Lycosidae_Trochosa","7BE05m","7BE","7BEP","Trochosa sp.","7BE05m 3","Araneae_Lycosidae_Trochosa_sp.","G_Araneae_Lycosidae_Trochosa_sp.","2018",NA
"2902","7","BE","05m","P","7BE05mP","14/9","Araneae","Theridiidae","","",1,"3","","","Theridiidae__","Theridiidae_","7BE05m","7BE","7BEP"," ","7BE05m 3","Araneae_Theridiidae__","F_Araneae_Theridiidae__","2018",NA
"2903","7","BE","05m","P","7BE05mP","14/9","Coleoptera","Carabidae","Calathus","fuscipes",2,"3","x","x","Carabidae_Calathus_fuscipes","Carabidae_Calathus","7BE05m","7BE","7BEP","Calathus fuscipes","7BE05m 3","Coleoptera_Carabidae_Calathus_fuscipes","S_Coleoptera_Carabidae_Calathus_fuscipes","2018",NA
"2904","7","BE","05m","P","7BE05mP","14/9","Coleoptera","Carabidae","Pseudoophonus","griseus",1,"3","x","x","Carabidae_Pseudoophonus_griseus","Carabidae_Pseudoophonus","7BE05m","7BE","7BEP","Pseudoophonus griseus","7BE05m 3","Coleoptera_Carabidae_Pseudoophonus_griseus","S_Coleoptera_Carabidae_Pseudoophonus_griseus","2018",NA
"2905","7","BE","05m","P","7BE05mP","14/9","Coleoptera","Carabidae","Pseudoophonus","rufipes",13,"3","x","x","Carabidae_Pseudoophonus_rufipes","Carabidae_Pseudoophonus","7BE05m","7BE","7BEP","Pseudoophonus rufipes","7BE05m 3","Coleoptera_Carabidae_Pseudoophonus_rufipes","S_Coleoptera_Carabidae_Pseudoophonus_rufipes","2018",NA
"2906","7","BE","05m","P","7BE05mP","14/9","Dermaptera","Forficulidae","","",0,"3","","","Forficulidae__","Forficulidae_","7BE05m","7BE","7BEP"," ","7BE05m 3","Dermaptera_Forficulidae__","F_Dermaptera_Forficulidae__","2018",NA
"2907","7","BE","05m","P","7BE05mP","14/9","Neuroptera","","","",0,"3","","","__","_","7BE05m","7BE","7BEP"," ","7BE05m 3","Neuroptera___","O_Neuroptera___","2018",NA
"2908","7","BE","05m","P","7BE05mP","14/9","Opiliones","Phalangiidae","Phalangium","opilio",1,"3","x","x","Phalangiidae_Phalangium_opilio","Phalangiidae_Phalangium","7BE05m","7BE","7BEP","Phalangium opilio","7BE05m 3","Opiliones_Phalangiidae_Phalangium_opilio","S_Opiliones_Phalangiidae_Phalangium_opilio","2018",NA
"2909","7","BE","05m","P","7BE05mP","14/9","Opiliones","Phalangiidae","","",4,"3","","","Phalangiidae__","Phalangiidae_","7BE05m","7BE","7BEP"," ","7BE05m 3","Opiliones_Phalangiidae__","F_Opiliones_Phalangiidae__","2018",NA
"2910","7","BE","20m","P","7BE20mP","14/9","Araneae","Linyphiidae","Agyneta","rurestris",2,"3","x","x","Linyphiidae_Agyneta_rurestris","Linyphiidae_Agyneta","7BE20m","7BE","7BEP","Agyneta rurestris","7BE20m 3","Araneae_Linyphiidae_Agyneta_rurestris","S_Araneae_Linyphiidae_Agyneta_rurestris","2018",NA
"2911","7","BE","20m","P","7BE20mP","14/9","Araneae","Lycosidae","Trochosa","sp.",1,"3","","x","Lycosidae_Trochosa_sp.","Lycosidae_Trochosa","7BE20m","7BE","7BEP","Trochosa sp.","7BE20m 3","Araneae_Lycosidae_Trochosa_sp.","G_Araneae_Lycosidae_Trochosa_sp.","2018",NA
"2912","7","BE","20m","P","7BE20mP","14/9","Araneae","Theridiidae","","",1,"3","","","Theridiidae__","Theridiidae_","7BE20m","7BE","7BEP"," ","7BE20m 3","Araneae_Theridiidae__","F_Araneae_Theridiidae__","2018",NA
"2913","7","BE","20m","P","7BE20mP","14/9","Coleoptera","Carabidae","Calathus","fuscipes",3,"3","x","x","Carabidae_Calathus_fuscipes","Carabidae_Calathus","7BE20m","7BE","7BEP","Calathus fuscipes","7BE20m 3","Coleoptera_Carabidae_Calathus_fuscipes","S_Coleoptera_Carabidae_Calathus_fuscipes","2018",NA
"2914","7","BE","20m","P","7BE20mP","14/9","Coleoptera","Carabidae","Pseudoophonus","rufipes",2,"3","x","x","Carabidae_Pseudoophonus_rufipes","Carabidae_Pseudoophonus","7BE20m","7BE","7BEP","Pseudoophonus rufipes","7BE20m 3","Coleoptera_Carabidae_Pseudoophonus_rufipes","S_Coleoptera_Carabidae_Pseudoophonus_rufipes","2018",NA
"2915","7","BE","20m","P","7BE20mP","14/9","Dermaptera","Forficulidae","","",0,"3","","","Forficulidae__","Forficulidae_","7BE20m","7BE","7BEP"," ","7BE20m 3","Dermaptera_Forficulidae__","F_Dermaptera_Forficulidae__","2018",NA
"2916","7","BE","20m","P","7BE20mP","14/9","Neuroptera","","","",0,"3","","","__","_","7BE20m","7BE","7BEP"," ","7BE20m 3","Neuroptera___","O_Neuroptera___","2018",NA
"2917","7","BE","20m","P","7BE20mP","14/9","Opiliones","Phalangiidae","Phalangium","opilio",2,"3","x","x","Phalangiidae_Phalangium_opilio","Phalangiidae_Phalangium","7BE20m","7BE","7BEP","Phalangium opilio","7BE20m 3","Opiliones_Phalangiidae_Phalangium_opilio","S_Opiliones_Phalangiidae_Phalangium_opilio","2018",NA
"2918","7","BE","20m","P","7BE20mP","14/9","Opiliones","Phalangiidae","","",1,"3","","","Phalangiidae__","Phalangiidae_","7BE20m","7BE","7BEP"," ","7BE20m 3","Opiliones_Phalangiidae__","F_Opiliones_Phalangiidae__","2018",NA
"2919","7","BF","00m","B","7BF00mB","9/10","Araneae","Araneidae","Nuctenea","umbratica",1,"3","x","x","Araneidae_Nuctenea_umbratica","Araneidae_Nuctenea","7BF00m","7BF","7BFB","Nuctenea umbratica","7BF00m 3","Araneae_Araneidae_Nuctenea_umbratica","S_Araneae_Araneidae_Nuctenea_umbratica","2018",NA
"2920","7","BF","00m","B","7BF00mB","9/10","Araneae","Clubionidae","Clubiona","sp.",1,"3","","x","Clubionidae_Clubiona_sp.","Clubionidae_Clubiona","7BF00m","7BF","7BFB","Clubiona sp.","7BF00m 3","Araneae_Clubionidae_Clubiona_sp.","G_Araneae_Clubionidae_Clubiona_sp.","2018",NA
"2921","7","BF","00m","B","7BF00mB","9/10","Araneae","Oxyopidae","Oxyopes","sp.",3,"3","","x","Oxyopidae_Oxyopes_sp.","Oxyopidae_Oxyopes","7BF00m","7BF","7BFB","Oxyopes sp.","7BF00m 3","Araneae_Oxyopidae_Oxyopes_sp.","G_Araneae_Oxyopidae_Oxyopes_sp.","2018",NA
"2922","7","BF","00m","B","7BF00mB","9/10","Araneae","Philodromidae","","",3,"3","","","Philodromidae__","Philodromidae_","7BF00m","7BF","7BFB"," ","7BF00m 3","Araneae_Philodromidae__","F_Araneae_Philodromidae__","2018",NA
"2923","7","BF","00m","B","7BF00mB","9/10","Araneae","Salticidae","Pseudeuophrys","sp.",1,"3","","x","Salticidae_Pseudeuophrys_sp.","Salticidae_Pseudeuophrys","7BF00m","7BF","7BFB","Pseudeuophrys sp.","7BF00m 3","Araneae_Salticidae_Pseudeuophrys_sp.","G_Araneae_Salticidae_Pseudeuophrys_sp.","2018",NA
"2924","7","BF","00m","B","7BF00mB","9/10","Araneae","Salticidae","","",1,"3","","","Salticidae__","Salticidae_","7BF00m","7BF","7BFB"," ","7BF00m 3","Araneae_Salticidae__","F_Araneae_Salticidae__","2018",NA
"2925","7","BF","00m","B","7BF00mB","9/10","Dermaptera","Forficulidae","","",0,"3","","","Forficulidae__","Forficulidae_","7BF00m","7BF","7BFB"," ","7BF00m 3","Dermaptera_Forficulidae__","F_Dermaptera_Forficulidae__","2018",NA
"2926","7","BF","00m","B","7BF00mB","9/10","Neuroptera","","","",0,"3","","","__","_","7BF00m","7BF","7BFB"," ","7BF00m 3","Neuroptera___","O_Neuroptera___","2018",NA
"2927","7","BF","00m","B","7BF00mB","9/10","Opiliones","Phalangiidae","Phalangium","opilio",3,"3","x","x","Phalangiidae_Phalangium_opilio","Phalangiidae_Phalangium","7BF00m","7BF","7BFB","Phalangium opilio","7BF00m 3","Opiliones_Phalangiidae_Phalangium_opilio","S_Opiliones_Phalangiidae_Phalangium_opilio","2018",NA
"2928","7","BF","00m","B","7BF00mB","9/10","Opiliones","","","",0,"3","","","__","_","7BF00m","7BF","7BFB"," ","7BF00m 3","Opiliones___","O_Opiliones___","2018",NA
"2929","7","BF","05m","B","7BF05mB","9/10","Araneae","Araneidae","Mangora","acalypha",2,"3","x","x","Araneidae_Mangora_acalypha","Araneidae_Mangora","7BF05m","7BF","7BFB","Mangora acalypha","7BF05m 3","Araneae_Araneidae_Mangora_acalypha","S_Araneae_Araneidae_Mangora_acalypha","2018",NA
"2930","7","BF","05m","B","7BF05mB","9/10","Araneae","Philodromidae","","",4,"3","","","Philodromidae__","Philodromidae_","7BF05m","7BF","7BFB"," ","7BF05m 3","Araneae_Philodromidae__","F_Araneae_Philodromidae__","2018",NA
"2931","7","BF","05m","B","7BF05mB","9/10","Araneae","Theridiidae","","",1,"3","","","Theridiidae__","Theridiidae_","7BF05m","7BF","7BFB"," ","7BF05m 3","Araneae_Theridiidae__","F_Araneae_Theridiidae__","2018",NA
"2932","7","BF","05m","B","7BF05mB","9/10","Araneae","Thomisidae","Tmarus","sp.",1,"3","","x","Thomisidae_Tmarus_sp.","Thomisidae_Tmarus","7BF05m","7BF","7BFB","Tmarus sp.","7BF05m 3","Araneae_Thomisidae_Tmarus_sp.","G_Araneae_Thomisidae_Tmarus_sp.","2018",NA
"2933","7","BF","05m","B","7BF05mB","9/10","Araneae","Uloboridae","","",1,"3","","","Uloboridae__","Uloboridae_","7BF05m","7BF","7BFB"," ","7BF05m 3","Araneae_Uloboridae__","F_Araneae_Uloboridae__","2018",NA
"2934","7","BF","05m","B","7BF05mB","9/10","Dermaptera","Forficulidae","","",0,"3","","","Forficulidae__","Forficulidae_","7BF05m","7BF","7BFB"," ","7BF05m 3","Dermaptera_Forficulidae__","F_Dermaptera_Forficulidae__","2018",NA
"2935","7","BF","05m","B","7BF05mB","9/10","Neuroptera","","","",0,"3","","","__","_","7BF05m","7BF","7BFB"," ","7BF05m 3","Neuroptera___","O_Neuroptera___","2018",NA
"2936","7","BF","05m","B","7BF05mB","9/10","Opiliones","Phalangiidae","Phalangium","opilio",1,"3","x","x","Phalangiidae_Phalangium_opilio","Phalangiidae_Phalangium","7BF05m","7BF","7BFB","Phalangium opilio","7BF05m 3","Opiliones_Phalangiidae_Phalangium_opilio","S_Opiliones_Phalangiidae_Phalangium_opilio","2018",NA
"2937","7","BF","20m","B","7BF20mB","9/10","Araneae","Oxyopidae","Oxyopes","sp.",1,"3","","x","Oxyopidae_Oxyopes_sp.","Oxyopidae_Oxyopes","7BF20m","7BF","7BFB","Oxyopes sp.","7BF20m 3","Araneae_Oxyopidae_Oxyopes_sp.","G_Araneae_Oxyopidae_Oxyopes_sp.","2018",NA
"2938","7","BF","20m","B","7BF20mB","9/10","Araneae","Salticidae","Salticus","sp.",1,"3","","x","Salticidae_Salticus_sp.","Salticidae_Salticus","7BF20m","7BF","7BFB","Salticus sp.","7BF20m 3","Araneae_Salticidae_Salticus_sp.","G_Araneae_Salticidae_Salticus_sp.","2018",NA
"2939","7","BF","20m","B","7BF20mB","9/10","Araneae","Theridiidae","Cryptachaea","riparia",1,"3","x","x","Theridiidae_Cryptachaea_riparia","Theridiidae_Cryptachaea","7BF20m","7BF","7BFB","Cryptachaea riparia","7BF20m 3","Araneae_Theridiidae_Cryptachaea_riparia","S_Araneae_Theridiidae_Cryptachaea_riparia","2018",NA
"2940","7","BF","20m","B","7BF20mB","9/10","Dermaptera","Forficulidae","","",0,"3","","","Forficulidae__","Forficulidae_","7BF20m","7BF","7BFB"," ","7BF20m 3","Dermaptera_Forficulidae__","F_Dermaptera_Forficulidae__","2018",NA
"2941","7","BF","20m","B","7BF20mB","9/10","Neuroptera","","","",0,"3","","","__","_","7BF20m","7BF","7BFB"," ","7BF20m 3","Neuroptera___","O_Neuroptera___","2018",NA
"2942","7","BF","20m","B","7BF20mB","9/10","Opiliones","","","",0,"3","","","__","_","7BF20m","7BF","7BFB"," ","7BF20m 3","Opiliones___","O_Opiliones___","2018",NA
"2943","7","BF","00m","F","7BF00mF","9/10","Araneae","Araneidae","Mangora","acalypha",1,"3","x","x","Araneidae_Mangora_acalypha","Araneidae_Mangora","7BF00m","7BF","7BFF","Mangora acalypha","7BF00m 3","Araneae_Araneidae_Mangora_acalypha","S_Araneae_Araneidae_Mangora_acalypha","2018",NA
"2944","7","BF","00m","F","7BF00mF","9/10","Araneae","Oxyopidae","Oxyopes","sp.",1,"3","","x","Oxyopidae_Oxyopes_sp.","Oxyopidae_Oxyopes","7BF00m","7BF","7BFF","Oxyopes sp.","7BF00m 3","Araneae_Oxyopidae_Oxyopes_sp.","G_Araneae_Oxyopidae_Oxyopes_sp.","2018",NA
"2945","7","BF","00m","F","7BF00mF","9/10","Araneae","Pisauridae","Pisaura","mirabilis",1,"3","x","x","Pisauridae_Pisaura_mirabilis","Pisauridae_Pisaura","7BF00m","7BF","7BFF","Pisaura mirabilis","7BF00m 3","Araneae_Pisauridae_Pisaura_mirabilis","S_Araneae_Pisauridae_Pisaura_mirabilis","2018",NA
"2946","7","BF","00m","F","7BF00mF","9/10","Araneae","Theridiidae","","",1,"3","","","Theridiidae__","Theridiidae_","7BF00m","7BF","7BFF"," ","7BF00m 3","Araneae_Theridiidae__","F_Araneae_Theridiidae__","2018",NA
"2947","7","BF","00m","F","7BF00mF","9/10","Araneae","Uloboridae","","",1,"3","","","Uloboridae__","Uloboridae_","7BF00m","7BF","7BFF"," ","7BF00m 3","Araneae_Uloboridae__","F_Araneae_Uloboridae__","2018",NA
"2948","7","BF","00m","F","7BF00mF","9/10","Dermaptera","Forficulidae","","",0,"3","","","Forficulidae__","Forficulidae_","7BF00m","7BF","7BFF"," ","7BF00m 3","Dermaptera_Forficulidae__","F_Dermaptera_Forficulidae__","2018",NA
"2949","7","BF","00m","F","7BF00mF","9/10","Neuroptera","","","",0,"3","","","__","_","7BF00m","7BF","7BFF"," ","7BF00m 3","Neuroptera___","O_Neuroptera___","2018",NA
"2950","7","BF","00m","F","7BF00mF","9/10","Opiliones","","","",0,"3","","","__","_","7BF00m","7BF","7BFF"," ","7BF00m 3","Opiliones___","O_Opiliones___","2018",NA
"2951","7","BF","00m","P","7BF00mP","14/9","Araneae","Gnaphosidae","Haplodrassus","sp.",2,"3","","x","Gnaphosidae_Haplodrassus_sp.","Gnaphosidae_Haplodrassus","7BF00m","7BF","7BFP","Haplodrassus sp.","7BF00m 3","Araneae_Gnaphosidae_Haplodrassus_sp.","G_Araneae_Gnaphosidae_Haplodrassus_sp.","2018",NA
"2952","7","BF","00m","P","7BF00mP","14/9","Araneae","Gnaphosidae","Trachyzelotes","fuscipes",1,"3","x","x","Gnaphosidae_Trachyzelotes_fuscipes","Gnaphosidae_Trachyzelotes","7BF00m","7BF","7BFP","Trachyzelotes fuscipes","7BF00m 3","Araneae_Gnaphosidae_Trachyzelotes_fuscipes","S_Araneae_Gnaphosidae_Trachyzelotes_fuscipes","2018",NA
"2953","7","BF","00m","P","7BF00mP","14/9","Araneae","Linyphiidae","Agyneta","rurestris",1,"3","x","x","Linyphiidae_Agyneta_rurestris","Linyphiidae_Agyneta","7BF00m","7BF","7BFP","Agyneta rurestris","7BF00m 3","Araneae_Linyphiidae_Agyneta_rurestris","S_Araneae_Linyphiidae_Agyneta_rurestris","2018",NA
"2954","7","BF","00m","P","7BF00mP","14/9","Araneae","Linyphiidae","Agyneta","sp.",1,"3","","x","Linyphiidae_Agyneta_sp.","Linyphiidae_Agyneta","7BF00m","7BF","7BFP","Agyneta sp.","7BF00m 3","Araneae_Linyphiidae_Agyneta_sp.","G_Araneae_Linyphiidae_Agyneta_sp.","2018",NA
"2955","7","BF","00m","P","7BF00mP","14/9","Araneae","Linyphiidae","Erigone","autumnalis",1,"3","x","x","Linyphiidae_Erigone_autumnalis","Linyphiidae_Erigone","7BF00m","7BF","7BFP","Erigone autumnalis","7BF00m 3","Araneae_Linyphiidae_Erigone_autumnalis","S_Araneae_Linyphiidae_Erigone_autumnalis","2018",NA
"2956","7","BF","00m","P","7BF00mP","14/9","Araneae","Linyphiidae","Mermessus","trilobatus",1,"3","x","x","Linyphiidae_Mermessus_trilobatus","Linyphiidae_Mermessus","7BF00m","7BF","7BFP","Mermessus trilobatus","7BF00m 3","Araneae_Linyphiidae_Mermessus_trilobatus","S_Araneae_Linyphiidae_Mermessus_trilobatus","2018",NA
"2957","7","BF","00m","P","7BF00mP","14/9","Araneae","Linyphiidae","Pelecopsis","sp.",1,"3","","x","Linyphiidae_Pelecopsis_sp.","Linyphiidae_Pelecopsis","7BF00m","7BF","7BFP","Pelecopsis sp.","7BF00m 3","Araneae_Linyphiidae_Pelecopsis_sp.","G_Araneae_Linyphiidae_Pelecopsis_sp.","2018",NA
